Business_Name,Industry,Location,Size,Policy_Type,Premium_Amount,Policy_Duration_Years,Renewal_Date,Num_Contacts,Call_Duration_Minutes,Last_Interaction_Outcome,Claims_Filed,Customer_Satisfaction_Score,Discount_Availed,Economic_Trend_Index,Market_Competitiveness,Renewal_Status
Business_1163,Healthcare,FL,Small,Workers Compensation,22120.276839913062,3,2026-03-09,6,38.38681673584588,Positive,2,2.430813585218969,15,80.72515047057517,3.147815608136518,0
Business_1164,Healthcare,TX,Small,Property,32062.7889989551,4,2026-03-10,4,30.025345678598125,Positive,8,1.4712913933339036,5,88.62135816838273,4.921261755064665,1
Business_1165,Education,NY,Medium,Cyber,35061.157216195206,2,2026-03-11,5,44.19154806430346,Neutral,9,2.9592609209147827,10,114.53302673362256,9.534696934556184,1
Business_1166,Education,CA,Medium,Workers Compensation,24714.730410960183,2,2026-03-12,8,48.1966651132045,Negative,7,4.6957833920499485,20,105.0337559425165,9.573432428166253,0
Business_1167,Technology,CA,Medium,Property,44760.24960167798,2,2026-03-13,3,10.81582210284147,Negative,5,1.711898912336335,5,96.46125848317678,4.945911480000557,0
Business_1168,Education,NY,Small,Property,37485.58267411548,4,2026-03-14,8,39.71302079918253,Negative,7,2.5619863542483494,10,108.60105932084753,6.655412716725429,1
Business_1169,Education,NY,Large,Property,34192.964125211074,2,2026-03-15,6,33.94886451389855,Neutral,3,1.1474223878171235,15,92.76784680968188,1.4011662233795708,1
Business_1170,Technology,TX,Small,Property,37233.364109170354,2,2026-03-16,5,38.81281827300876,Positive,8,3.898988243994992,15,85.63813480062691,8.670045384941874,1
Business_1171,Retail,TX,Large,Workers Compensation,44945.567275617286,1,2026-03-17,8,9.640246476933536,Neutral,3,2.9045999661451236,5,118.75384194384645,6.35657278302725,1
Business_1172,Healthcare,CA,Medium,Auto,3593.1008432496455,2,2026-03-18,1,38.58648215763252,Negative,1,1.2621654517590088,20,103.05471696689511,6.331218896476871,1
Business_1173,Retail,NY,Large,Workers Compensation,39536.897087353704,1,2026-03-19,9,7.920216043018268,Negative,4,1.090284187195485,10,98.30427768742683,9.11814498081419,0
Business_1174,Construction,NY,Large,Property,43280.88175944639,3,2026-03-20,5,32.809781046230704,Positive,3,1.5386164346595579,0,99.6151556471118,9.908503905113731,0
Business_1175,Healthcare,CA,Small,Property,19139.028774351114,4,2026-03-21,4,45.913843871265605,Neutral,2,1.3476278899334249,0,80.2488489470528,3.9485741896187383,1
Business_1176,Retail,NY,Large,Cyber,23840.175962268448,3,2026-03-22,9,34.21266632659887,Positive,6,3.930843394600661,10,98.24657761913562,2.5956424040388706,1
Business_1177,Construction,TX,Small,Workers Compensation,15160.915955751014,4,2026-03-23,6,3.3544646279739805,Positive,5,4.946299074987573,10,111.04720366391302,8.593552986282855,1
Business_1178,Retail,NY,Medium,General Liability,48558.925236768104,3,2026-03-24,4,30.34453051679693,Positive,1,4.310339782989454,0,90.18002838454368,7.847540133164142,0
Business_1179,Construction,FL,Medium,Auto,33207.14213461544,2,2026-03-25,2,40.90146483422355,Negative,6,1.3958112608080055,0,80.44805874860504,4.797573100919857,1
Business_1180,Education,IL,Large,Cyber,37891.17655567043,1,2026-03-26,9,2.9927536332906346,Positive,2,1.873360836394128,5,95.43440058833944,6.3654320415585754,0
Business_1181,Education,FL,Small,Cyber,3593.703952977866,1,2026-03-27,1,22.63082504068428,Negative,6,1.970023183501873,20,97.27043629559796,1.2959566462410348,0
Business_1182,Education,IL,Medium,Property,44884.76500318679,2,2026-03-28,7,11.192746794091079,Negative,8,4.568194647641826,5,84.07237893557897,5.936988174538368,0
Business_1183,Education,IL,Large,Workers Compensation,23982.49575486303,3,2026-03-29,7,21.208672670536338,Positive,8,4.700379565674058,0,107.20646510129366,9.400855264492963,0
Business_1184,Construction,CA,Large,General Liability,32258.980938442317,3,2026-03-30,2,20.590283125869295,Positive,6,1.7348755437403436,20,102.44062152154189,6.484979246653067,0
Business_1185,Construction,CA,Small,General Liability,39575.300219735276,2,2026-03-31,2,2.5510456099510286,Neutral,5,2.39123230405346,20,97.64840857716253,3.1238414615889556,1
Business_1186,Retail,TX,Medium,Workers Compensation,14343.333448816024,3,2026-04-01,2,19.846562032876662,Negative,6,1.8810785660883975,20,102.13391879534583,8.295263658958781,1
Business_1187,Healthcare,NY,Large,Workers Compensation,17982.914744061145,3,2026-04-02,1,21.890162997533935,Neutral,2,3.7415679941958557,0,81.7709223843482,4.232703133893173,0
Business_1188,Healthcare,NY,Small,Auto,7197.126372596211,2,2026-04-03,5,39.19904710530909,Positive,0,1.7864707603624548,20,101.73306264437366,1.6482239369684333,1
Business_1189,Education,CA,Small,Auto,9073.002005769338,2,2026-04-04,2,2.246409261965466,Neutral,4,2.970557444724989,15,91.49277063391253,3.9436144484103846,0
Business_1190,Retail,CA,Small,Property,7797.1121507908865,2,2026-04-05,7,42.562914010719986,Positive,1,1.3780728828366633,5,100.55933692672852,5.569832772870527,1
Business_1191,Education,NY,Large,Cyber,4971.901994764358,1,2026-04-06,2,24.660377681082267,Neutral,1,4.867507161367147,20,101.45181269270498,8.640201864789969,0
Business_1192,Healthcare,IL,Small,General Liability,16413.747114205333,2,2026-04-07,1,10.347809043870694,Positive,3,2.9056798755312165,15,96.81542726935868,6.386202067117949,1
Business_1193,Healthcare,FL,Large,General Liability,14452.352162301053,4,2026-04-08,2,45.100069728553294,Negative,7,1.6594146238596137,20,119.4436150143825,3.119746281447606,1
Business_1194,Healthcare,NY,Medium,Auto,3146.048028229455,2,2026-04-09,4,38.68563913029344,Neutral,6,2.1268885325683424,10,115.18239918643177,5.936804585186753,1
Business_1195,Construction,CA,Large,General Liability,20747.131094701024,1,2026-04-10,9,35.002602349047145,Negative,9,3.6886880270058073,0,98.77089085710949,8.313744769710755,1
Business_1196,Retail,IL,Medium,Auto,14817.789768488738,2,2026-04-11,8,20.02839738932945,Neutral,6,4.119171450460497,15,85.94840030685303,3.350655595307673,0
Business_1197,Retail,CA,Small,General Liability,7948.562832565671,2,2026-04-12,7,17.659784540237744,Negative,7,3.2427658199628593,10,103.59642085695981,8.620030884024239,1
Business_1198,Construction,FL,Medium,Workers Compensation,43227.953901652225,2,2026-04-13,7,19.5367906031207,Neutral,7,2.64134880705986,5,101.84611420011966,9.703205637877236,1
Business_1199,Retail,NY,Large,Cyber,2206.7787298846115,1,2026-04-14,6,32.007144922760844,Positive,3,4.568736629069953,0,81.99500720417952,7.555657992449484,1
Business_1200,Construction,TX,Large,Auto,48691.351629228346,2,2026-04-15,3,46.611088405773735,Positive,7,4.66440109331719,20,100.83863361590443,9.624006402784264,1
Business_1201,Construction,NY,Large,Cyber,827.6125936821979,2,2026-04-16,4,26.719295337094092,Positive,9,1.582834015363249,10,117.4230484555286,5.538434493334419,1
Business_1202,Retail,CA,Medium,Cyber,25285.494888737845,2,2026-04-17,8,39.823186327321636,Neutral,3,1.6774737760951992,15,100.41222121438813,8.346347151331537,1
Business_1203,Healthcare,TX,Large,Auto,17685.251458127794,4,2026-04-18,7,36.63919984879934,Negative,5,1.0374253543537928,20,99.19684990265316,4.961041478991856,1
Business_1204,Retail,NY,Large,Property,45677.456096197966,1,2026-04-19,4,4.325730981932196,Negative,5,3.715232913389575,10,87.22345533055,6.030938519931885,1
Business_1205,Technology,TX,Medium,Auto,10629.213766005892,2,2026-04-20,4,21.403578540611864,Positive,1,2.528620394537583,0,88.40881240010532,9.200143015200728,1
Business_1206,Healthcare,IL,Large,Workers Compensation,28894.936574964995,4,2026-04-21,6,43.22119750492043,Neutral,7,1.12099838706848,15,96.96400477155544,3.226286227337603,1
Business_1207,Education,IL,Medium,Workers Compensation,12873.274673509923,1,2026-04-22,9,32.69245600462726,Negative,8,3.573527907879103,20,83.51172483040276,5.288373048816558,0
Business_1208,Retail,CA,Medium,Auto,26304.65547675179,3,2026-04-23,9,20.293112309175598,Positive,7,4.1610371163055655,15,111.24279837199704,3.5150122770817807,1
Business_1209,Healthcare,IL,Medium,Workers Compensation,22444.561479435994,3,2026-04-24,7,6.182503331092315,Positive,6,4.659056185801128,10,81.47960563804004,1.5014331984560405,0
Business_1210,Construction,FL,Medium,Auto,15567.381783581877,1,2026-04-25,3,44.929545896956505,Positive,2,4.534730851930468,15,81.98331412968876,6.791050084458298,1
Business_1211,Retail,TX,Medium,Workers Compensation,30356.39738398714,2,2026-04-26,7,44.581542414752974,Negative,0,2.9158847679052546,20,108.92102865177762,1.3460285843865722,1
Business_1212,Technology,CA,Medium,Workers Compensation,12358.453704463256,2,2026-04-27,6,46.67982783757878,Neutral,4,2.849928393669552,15,105.74444350796344,7.317124273569329,0
Business_1213,Construction,FL,Medium,Cyber,37544.12843791623,4,2026-04-28,2,47.75630623695688,Positive,5,1.210959363012059,15,92.1842665857979,8.497176929662386,0
Business_1214,Education,CA,Medium,Cyber,24419.602756150278,4,2026-04-29,5,32.99425878673529,Neutral,4,3.4841000217555056,5,93.26119210531743,9.027906574468725,1
Business_1215,Technology,FL,Medium,General Liability,34016.13917884055,4,2026-04-30,7,27.487826417335977,Neutral,7,1.863755216859723,5,110.00328278629907,2.912276621093894,0
Business_1216,Construction,TX,Large,Cyber,15788.863589806431,1,2026-05-01,2,20.93240230109693,Neutral,5,2.200640818380885,20,110.5686847650644,2.1663945074379174,1
Business_1217,Healthcare,NY,Small,Workers Compensation,49388.54411931265,4,2026-05-02,9,44.00327873397349,Negative,1,1.7147197058833261,20,117.97188675735912,5.061402687790884,1
Business_1218,Construction,FL,Medium,Property,40872.27570336808,3,2026-05-03,4,21.17031599455209,Neutral,4,1.7415559958143696,5,112.70067663803161,8.291411599559497,0
Business_1219,Healthcare,NY,Small,General Liability,42175.929443537694,2,2026-05-04,1,26.657884549375517,Neutral,9,4.316485764988863,5,88.47242165616937,7.765771172407798,0
Business_1220,Construction,NY,Medium,General Liability,47567.036776780486,2,2026-05-05,3,3.2493177744754984,Positive,5,3.574531236018707,10,100.05758717233225,2.4068645655511522,1
Business_1221,Education,TX,Large,Cyber,2577.075457222891,1,2026-05-06,8,8.616831924700053,Positive,6,2.7476768885861054,15,106.630046385886,5.8157395699017975,1
Business_1222,Retail,FL,Large,Property,40148.42290221067,2,2026-05-07,8,45.66030030050983,Positive,8,4.477813092229082,10,102.97716628504537,6.971146096659198,1
Business_1223,Construction,TX,Large,Property,17305.261014007858,3,2026-05-08,1,39.99949811946599,Positive,0,1.1647069838887774,15,113.88248663404656,9.410028848048675,1
Business_1224,Retail,FL,Medium,General Liability,19217.356463821165,3,2026-05-09,1,33.84855971990475,Positive,7,1.5231152193722695,20,91.94300082129965,8.009666757591908,1
Business_1225,Retail,FL,Large,Auto,3320.837306404182,1,2026-05-10,5,18.908804966273998,Positive,3,2.0838814040660787,10,118.59262555707643,6.3701716280807466,1
Business_1226,Retail,IL,Small,General Liability,8386.801304011027,4,2026-05-11,1,12.841216260001598,Positive,6,1.9180798210882077,20,106.69264877547553,4.30260060566044,1
Business_1227,Construction,CA,Small,General Liability,48899.59808362032,1,2026-05-12,9,14.637598974103149,Neutral,6,2.409483145918306,20,99.30782547461602,1.3744307177960247,0
Business_1228,Healthcare,FL,Large,Workers Compensation,11093.716660678208,1,2026-05-13,9,32.22706812163914,Negative,3,1.8841328245581592,10,92.84606858684404,1.2035172651871502,0
Business_1229,Education,IL,Small,General Liability,26436.893190606133,1,2026-05-14,1,11.888535765486806,Neutral,7,1.8657908311301008,0,105.74627831591249,2.9567427780921944,1
Business_1230,Retail,FL,Medium,Cyber,17676.527478643955,3,2026-05-15,5,20.81613647788387,Negative,8,3.9081001172449468,15,105.84068865011565,8.565516587293818,0
Business_1231,Construction,IL,Large,Workers Compensation,7834.012029350522,2,2026-05-16,8,12.472309367062888,Neutral,1,1.1339400010764327,5,119.79569240851208,2.435670143710752,0
Business_1232,Construction,NY,Medium,Workers Compensation,7960.051836616143,1,2026-05-17,2,17.500870430954176,Neutral,5,2.4220984094559066,15,90.71824601588774,7.362885797622453,1
Business_1233,Technology,CA,Large,Property,19886.242577048615,2,2026-05-18,3,7.248571478277215,Neutral,3,1.7457272843788054,0,89.7866336153423,7.236490407862004,0
Business_1234,Construction,CA,Small,Workers Compensation,1755.2275716774502,3,2026-05-19,4,14.951321419161053,Positive,9,1.1225425852754607,10,112.6242672305184,2.052259657768417,1
Business_1235,Construction,FL,Small,Cyber,14847.897880928265,4,2026-05-20,8,8.286648925768484,Negative,1,3.9854817839250325,5,117.89016408529221,8.560911363915643,0
Business_1236,Healthcare,FL,Medium,Property,19983.31784302284,1,2026-05-21,8,44.8856183208619,Positive,6,4.3899220482697245,5,107.43176284117314,3.002931008564609,0
Business_1237,Technology,TX,Small,Auto,49074.608642400744,3,2026-05-22,1,15.02564111725157,Neutral,6,2.7876913783198325,0,111.17598151461411,3.650994632579673,1
Business_1238,Technology,TX,Large,Auto,18631.46358455772,2,2026-05-23,9,37.46509227089811,Neutral,2,1.9671551136702279,20,102.87946524783145,6.167323243215102,1
Business_1239,Healthcare,TX,Small,General Liability,10529.29633765876,2,2026-05-24,9,8.149377310859432,Positive,9,1.6737259306189864,5,118.9854211051044,8.820763446979164,1
Business_1240,Construction,TX,Medium,Auto,31226.24531833777,2,2026-05-25,5,34.2468248854286,Negative,0,2.282758465008342,0,104.09951078023994,1.5298884217182969,1
Business_1241,Construction,CA,Large,Workers Compensation,21173.978513703973,4,2026-05-26,1,42.87296693685055,Negative,2,3.3598584661084225,20,82.50742024437326,7.415519251271662,1
Business_1242,Education,CA,Small,General Liability,13399.171419002028,4,2026-05-27,8,37.84775255906846,Neutral,9,2.0614610958549138,5,104.66378831281216,5.9373987454257735,1
Business_1243,Healthcare,NY,Medium,Property,32725.135574820455,2,2026-05-28,9,23.338753856100592,Negative,5,4.6593443594639705,20,113.92959350897573,5.4018589339797805,0
Business_1244,Education,FL,Large,Auto,6687.67273618314,4,2026-05-29,5,40.56534970506453,Positive,1,2.2732176132221897,20,91.078206486174,1.0439748699442082,1
Business_1245,Education,IL,Large,General Liability,48963.31554210763,1,2026-05-30,2,37.562634775588265,Neutral,7,4.011061978642071,5,90.53970922259124,9.485670430677146,1
Business_1246,Healthcare,FL,Medium,General Liability,45479.65281266125,1,2026-05-31,1,12.798728245567046,Negative,2,4.793368521392509,10,82.77168707202846,9.172192606124934,1
Business_1247,Retail,IL,Large,Auto,30118.780573105058,4,2026-06-01,4,26.063695411171793,Positive,9,1.0117238575499652,10,81.47157767276236,8.581922968442793,0
Business_1248,Construction,NY,Small,Workers Compensation,11001.50002232829,2,2026-06-02,1,22.558595251870464,Negative,0,3.6029207934562693,20,94.60129821394173,8.903852514635684,1
Business_1249,Retail,FL,Medium,Workers Compensation,27064.915320150707,1,2026-06-03,4,40.831133440748886,Positive,0,4.185257192760877,5,114.05983488872468,2.630066281101679,0
Business_1250,Healthcare,CA,Medium,Property,37721.94745455043,2,2026-06-04,5,33.03686508902586,Positive,7,4.286871325621685,15,108.37492635298264,7.485705422002999,1
Business_1251,Retail,FL,Large,General Liability,25443.108630803446,1,2026-06-05,3,41.708827678206696,Negative,9,4.788781868097756,15,117.32480533912536,2.964518160544043,1
Business_1252,Retail,IL,Small,Property,30856.89983344301,3,2026-06-06,4,12.726487251504711,Neutral,2,1.5717423828792692,0,84.40391492163262,3.8430905493572043,1
Business_1253,Education,NY,Medium,Workers Compensation,25089.215334295324,2,2026-06-07,2,8.226305423184225,Neutral,8,3.0639837798664757,20,80.85991694438162,7.947433356019514,1
Business_1254,Construction,TX,Medium,Property,9304.159372365444,3,2026-06-08,4,17.30534554775884,Negative,3,4.343716256264565,5,80.46729183234218,7.005660059522068,1
Business_1255,Healthcare,FL,Medium,Cyber,20681.709791803485,3,2026-06-09,4,40.576223015143725,Positive,8,1.0367747131061233,15,118.94690628489164,1.368434097666237,1
Business_1256,Construction,TX,Small,Cyber,7801.277437725457,3,2026-06-10,8,16.43005392287165,Negative,2,3.4898205627523877,15,91.19340045537936,9.727294286489828,0
Business_1257,Retail,CA,Medium,Property,33961.740858487196,4,2026-06-11,7,13.716412777328216,Negative,1,1.0767800773031118,20,119.2071692212596,4.334624821922992,1
Business_1258,Education,NY,Medium,Cyber,30426.401501338478,3,2026-06-12,7,9.929812154108527,Neutral,9,4.914115414235056,0,83.2678373512256,6.327159911909693,1
Business_1259,Technology,TX,Large,Workers Compensation,25549.53335477009,2,2026-06-13,1,14.301708623195546,Positive,7,3.4930455913085408,5,119.1572319429041,2.8147594074147753,1
Business_1260,Construction,NY,Medium,Workers Compensation,9376.036472148857,3,2026-06-14,4,20.956263605441592,Neutral,5,4.617090205429779,15,106.23377334962466,7.543060167758755,1
Business_1261,Retail,TX,Medium,Cyber,46325.753257464836,2,2026-06-15,8,46.24882659710974,Negative,8,1.6473856983265684,0,119.60255409181693,6.716006836184309,1
Business_1262,Education,FL,Large,Workers Compensation,4893.099748353281,2,2026-06-16,2,24.679809346392553,Positive,3,3.151147534526701,10,115.03529027158245,9.038658127758174,1
Business_1263,Retail,NY,Small,Cyber,19918.840022571774,2,2026-06-17,7,45.881901757515514,Negative,8,3.3719948823547923,5,105.60435951172406,2.7882385269301664,1
Business_1264,Technology,FL,Medium,Auto,28583.4396188297,1,2026-06-18,5,20.946128065765954,Negative,9,1.2483369519976004,0,113.37883437832954,8.734013776852004,0
Business_1265,Retail,IL,Small,Auto,23012.975487598815,3,2026-06-19,7,7.218959881148377,Positive,3,3.577042171697238,5,93.9689595727317,9.352852463692516,1
Business_1266,Technology,IL,Small,Cyber,11198.329723239982,1,2026-06-20,3,35.0293487632205,Positive,1,3.4328319260380535,20,98.2422072014569,4.002461073850702,1
Business_1267,Retail,NY,Small,General Liability,37458.76556923629,1,2026-06-21,8,18.333761771367385,Negative,2,1.2485237522979058,10,110.70960640931455,3.8605162759402054,1
Business_1268,Construction,CA,Small,Property,29663.9605845535,4,2026-06-22,4,33.742930044034736,Negative,4,1.060533692693089,0,101.24191672278306,6.973542226735376,0
Business_1269,Construction,IL,Medium,Property,30238.50471775252,1,2026-06-23,9,43.621549322631985,Negative,1,2.57395312067694,0,83.96634539060376,9.33863388957392,1
Business_1270,Retail,IL,Large,General Liability,29633.852690915915,1,2026-06-24,9,27.19016266544105,Positive,1,2.1188900606587224,0,106.909462244681,1.5570046111153355,1
Business_1271,Retail,FL,Small,Auto,40111.97320254427,4,2026-06-25,3,49.46438805963478,Negative,4,1.928910508060194,10,113.65602381173663,2.423622355442334,0
Business_1272,Retail,NY,Medium,General Liability,13405.03961297213,3,2026-06-26,5,27.934541902900754,Neutral,4,4.403892356759352,15,107.96792552862405,8.04281628037539,0
Business_1273,Healthcare,NY,Large,General Liability,20865.07828880487,4,2026-06-27,5,32.293527987956594,Neutral,5,2.47762640882873,0,82.45841821079678,4.385806410223185,1
Business_1274,Healthcare,TX,Small,Workers Compensation,34638.63731294991,4,2026-06-28,1,3.8769233544530106,Positive,9,4.210957559564367,15,114.26350453158163,7.793685052249014,1
Business_1275,Education,NY,Medium,General Liability,25624.563155875996,2,2026-06-29,2,23.990992436718273,Positive,0,4.471490584723025,15,95.90766205005079,3.183222851058302,0
Business_1276,Retail,NY,Medium,Auto,30955.47871611065,2,2026-06-30,3,16.674106025337885,Neutral,2,3.8143276389628573,10,86.74637950773277,1.826789505936005,1
Business_1277,Healthcare,NY,Large,Workers Compensation,23648.17152489299,4,2026-07-01,7,14.319980046612867,Negative,5,4.755725045255113,5,105.16613415260012,1.117930332614603,1
Business_1278,Healthcare,NY,Small,Cyber,31107.055682517654,1,2026-07-02,1,22.543523060612024,Positive,7,1.2718198419366882,15,107.43727467188322,8.881818215898367,1
Business_1279,Retail,TX,Small,Workers Compensation,45917.149484681264,4,2026-07-03,2,13.65721034925374,Positive,2,1.7830825428257242,5,99.68753077734281,4.55831269612147,1
Business_1280,Construction,NY,Medium,Cyber,40237.524661098556,1,2026-07-04,1,45.87584290076032,Neutral,6,4.974366361323744,10,85.09945073437459,1.0843631866895214,0
Business_1281,Technology,FL,Large,Workers Compensation,9935.414995174731,2,2026-07-05,6,13.28142497110459,Positive,3,3.506026500149918,10,118.2251067979854,8.758635166845448,0
Business_1282,Construction,TX,Medium,Auto,32040.662199201186,4,2026-07-06,6,21.326565171456373,Negative,0,1.751595056244755,5,114.31659591573046,6.8213808166071495,1
Business_1283,Construction,FL,Medium,General Liability,3897.03552057723,4,2026-07-07,1,14.077401506653736,Neutral,1,2.339434022193842,0,96.04825475518082,2.2965471542797875,0
Business_1284,Retail,IL,Medium,Workers Compensation,12409.419354634829,2,2026-07-08,5,34.403313926375326,Negative,3,2.4318261541093222,5,80.77611111543987,8.381194243673868,0
Business_1285,Education,TX,Small,Auto,15161.60106551514,1,2026-07-09,4,45.61180159850639,Neutral,4,2.0813173427488545,5,87.28030533437706,5.276684893067964,1
Business_1286,Construction,IL,Large,Workers Compensation,649.4176991855172,1,2026-07-10,7,42.61401804069397,Negative,3,1.3534180532188587,0,80.85830615654257,1.5989547451302668,1
Business_1287,Construction,IL,Small,Property,35020.86707448369,3,2026-07-11,9,40.09498883964355,Positive,1,1.3749195623706272,5,107.31953947966974,1.263246749027188,1
Business_1288,Construction,TX,Large,Workers Compensation,18279.340682735376,3,2026-07-12,3,16.08185292350241,Positive,0,1.4674502265244151,15,81.28441566537217,7.017211134647694,1
Business_1289,Retail,CA,Large,General Liability,18930.7807347361,1,2026-07-13,1,24.443878591184806,Neutral,4,3.666406631865668,20,105.7311834107993,9.132288354687729,1
Business_1290,Retail,FL,Large,General Liability,2717.988691502753,2,2026-07-14,3,45.21217122598459,Neutral,1,1.1701338004933821,10,119.60755359118446,8.260373278579632,1
Business_1291,Retail,CA,Small,Auto,10796.97902395546,1,2026-07-15,2,37.40550336970804,Positive,0,3.281516534753984,10,89.29574133705519,3.4444653214099485,1
Business_1292,Healthcare,IL,Small,Auto,48623.83284552886,3,2026-07-16,6,13.852024283231303,Positive,5,3.5075794212690585,15,84.07448122513088,6.816565345813304,1
Business_1293,Construction,NY,Medium,Property,9478.381100620541,3,2026-07-17,1,40.32868114385769,Negative,5,3.4843527231229037,10,117.56809701351449,9.731077516690037,1
Business_1294,Construction,CA,Large,Auto,15313.751374441215,1,2026-07-18,4,40.99473576761554,Neutral,8,4.392543495478559,5,96.8760217623908,3.2467532760319484,1
Business_1295,Education,FL,Medium,Cyber,42289.382363604025,1,2026-07-19,6,12.718087058910976,Neutral,9,3.3869760415245995,10,94.86525800173436,1.2911134710235452,1
Business_1296,Construction,NY,Medium,General Liability,12508.5683422229,3,2026-07-20,5,10.25574171104752,Positive,0,4.280853879774648,20,113.35014806501101,2.9003254241989773,0
Business_1297,Healthcare,FL,Large,Workers Compensation,9334.705049269627,2,2026-07-21,5,14.71475995387548,Neutral,6,3.3369150858083856,20,113.13444226349668,1.9615067158145205,1
Business_1298,Retail,TX,Small,Auto,11199.916799947465,1,2026-07-22,4,5.327200247121818,Neutral,2,3.708080400572153,10,115.53653790738873,9.902243413948483,0
Business_1299,Technology,CA,Medium,Cyber,27102.129351502066,1,2026-07-23,2,32.24583184453279,Neutral,8,4.259732736637103,20,96.60284682073159,5.776224268085818,1
Business_1300,Technology,TX,Small,Cyber,43141.92913605168,3,2026-07-24,4,44.4558541416589,Positive,0,3.9441503040038817,0,116.45555516990065,6.000068489625242,1
Business_1301,Healthcare,NY,Medium,General Liability,28198.068091190526,1,2026-07-25,8,10.938212918722039,Neutral,7,2.0780732335192478,10,90.46430285139724,4.665912643274389,1
Business_1302,Education,TX,Small,General Liability,4345.172659560643,3,2026-07-26,6,32.651667548675036,Negative,4,2.7423816682940068,15,100.64196967743095,4.606440457140716,1
Business_1303,Construction,IL,Medium,Cyber,20917.154021850176,4,2026-07-27,3,41.33902047637647,Neutral,2,3.245481505156505,20,115.43928164301323,2.9119534346191065,1
Business_1304,Technology,FL,Medium,Cyber,11137.31146254865,2,2026-07-28,4,39.00440190807317,Positive,2,1.7777659718773884,0,114.43044515509362,8.679221740755887,1
Business_1305,Technology,FL,Small,Cyber,49065.62989256751,3,2026-07-29,6,34.120932211642796,Positive,2,2.6769613523874622,20,90.68978031860578,6.830413149104404,1
Business_1306,Construction,FL,Large,Cyber,48616.71194692095,1,2026-07-30,2,34.70728200963871,Positive,0,4.777142904323443,10,80.9590607615101,8.095954342009234,1
Business_1307,Technology,IL,Large,Auto,4564.218709159985,3,2026-07-31,2,26.875075241831887,Positive,2,3.9829918979078056,15,93.77062855691156,3.598743055717122,0
Business_1308,Technology,TX,Small,Auto,4537.204227954644,1,2026-08-01,1,29.017732983786125,Negative,8,3.089907721517873,5,110.91623715346627,8.99741338747948,1
Business_1309,Technology,CA,Small,Workers Compensation,12795.082738552133,1,2026-08-02,2,2.26871063629239,Neutral,6,3.4371163242497875,15,119.26786397509811,6.837730064224001,1
Business_1310,Technology,FL,Large,Auto,44674.864200904834,3,2026-08-03,2,34.579555203982544,Neutral,0,4.079966575245419,20,113.411562859906,7.7937268762001395,0
Business_1311,Retail,NY,Large,Property,9893.763754650838,1,2026-08-04,8,3.679024478624445,Negative,8,4.913216705974195,0,118.13037058466004,4.220839911373909,1
Business_1312,Technology,IL,Large,Cyber,46363.49136156514,1,2026-08-05,7,18.93661824046258,Neutral,5,1.9140122046450365,0,104.84871117939511,4.667890781436966,1
Business_1313,Retail,TX,Small,Property,29194.144409268014,4,2026-08-06,2,25.9285606517293,Negative,7,4.242388998275738,5,110.65523183565615,3.0852325105041762,0
Business_1314,Construction,TX,Large,Property,48198.57418731959,3,2026-08-07,4,34.762411851309835,Neutral,9,4.442767788634226,15,81.48221252046132,9.901853656397845,1
Business_1315,Construction,IL,Small,Property,40652.75935787301,2,2026-08-08,8,25.881237552155397,Negative,1,4.0383853587475524,0,83.14850804038069,4.1507051189611905,1
Business_1316,Construction,FL,Medium,Property,31781.227486151674,4,2026-08-09,9,16.357745354011165,Positive,3,4.177123502832979,10,82.88282301153605,5.977535099893809,1
Business_1317,Construction,TX,Small,General Liability,15357.201162029685,4,2026-08-10,3,23.644108738740506,Positive,5,4.913250251942273,10,103.90917058703327,5.687466971378831,1
Business_1318,Education,NY,Medium,Property,32017.3031116927,2,2026-08-11,2,46.43254083311673,Positive,8,3.193609800037402,15,92.980503188275,7.35369047401741,0
Business_1319,Technology,NY,Small,Workers Compensation,40270.230031495186,3,2026-08-12,9,16.101771758505343,Neutral,8,3.040542393141655,20,96.01522326494454,2.231025186840496,0
Business_1320,Construction,FL,Small,Auto,7044.882076798552,4,2026-08-13,7,29.498671227224833,Neutral,0,4.088255135823995,15,107.20924600733846,2.1087258015267443,0
Business_1321,Construction,IL,Large,Auto,21144.145360609364,4,2026-08-14,1,49.24918754133585,Negative,8,3.1476826130368147,5,112.8159186162406,7.247034594780852,1
Business_1322,Technology,IL,Medium,Cyber,6199.600667791276,1,2026-08-15,8,23.776524518086628,Neutral,3,4.343465354847826,20,95.79819323436149,3.8205904736448413,1
Business_1323,Healthcare,TX,Medium,Property,32168.21737266477,4,2026-08-16,7,45.669328126949985,Positive,2,4.9551607784677465,10,119.11263444405185,1.5656444811141093,1
Business_1324,Retail,IL,Small,Cyber,34540.78438971978,1,2026-08-17,3,39.46582797977684,Neutral,3,4.410459067081426,0,96.77878098858808,6.358947375461597,1
Business_1325,Construction,TX,Small,General Liability,28398.08873005519,1,2026-08-18,3,13.840359507075572,Negative,1,3.5617336950167795,0,116.24897320908977,6.849347930843608,0
Business_1326,Education,CA,Large,Auto,13993.922748382058,4,2026-08-19,7,46.77187872222783,Positive,4,1.0557642839559698,5,99.90053713617067,2.6690676320415356,1
Business_1327,Construction,NY,Medium,General Liability,45466.888704092606,4,2026-08-20,6,31.642952875802308,Negative,4,3.792696962424248,15,93.46143564949092,7.8021174056563005,1
